file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,simplicity,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff,gabor_0,gabor_15,gabor_30,gabor_45,gabor_60,gabor_75,gabor_90,gabor_105,gabor_120,gabor_135,gabor_150,gabor_165,EH_0,EH_1,EH_2,EH_3,EH_4,EH_5,EH_6,EH_7,EH_8,EH_9,EH_10,EH_11,EH_12,EH_13,EH_14,EH_15,EH_16,entropy
0521,1280,720,0.374861,0.21527,0.0930381,0.333622,0.191588,0.0918797,0.291518,0.167409,0.0825633,0.0382676,0.19197,0.0888991,10.4631,10.9942,9.93209,11.8576,3,0.171414,0.181654,0.421053,0.0487939,0.0131579,0.0343051,0.090322,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,4,1,1,4,4,1,1,4,2,2,3,1,0.533116
0522,1280,720,0.392182,0.33744,0.0676286,0.311911,0.268373,0.0638087,0.295908,0.254604,0.0484221,0.268171,0.281671,0.0599322,10.4653,10.9963,9.93427,11.8599,3,0.112782,0.117126,0.271429,0.0186414,0,0.113725,0.104612,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,4,1,4,4,1,1,4,4,1,1,1,0.588795
0523,1280,720,0.349734,0.0845003,0.108532,0.313797,0.0758174,0.084244,0.336469,0.0812951,0.0938659,0.108157,0.0774877,0.0869195,10.4524,10.9828,9.92197,11.8451,3,0.0624609,0.0637711,0,0,0,0,0.189759,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,2,4,1,1,4,3,1,1,1,0.0904207
0524,1280,720,0.347064,0.512958,0.0703695,0.321468,0.475127,0.0666305,0.331468,0.489906,0.0709609,0.280819,0.478694,0.0662133,10.4576,10.9811,9.9342,11.8531,3,0.156119,0.164569,0.027027,0.00127611,0,0.00258612,0.0416506,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,1,4,1,4,4,2,2,4,2,2,2,4,4,0.615513
0525,1280,720,0.329966,0.517678,0.0986568,0.32983,0.517465,0.0920611,0.340203,0.533739,0.10175,0.35281,0.509098,0.0925443,10.4525,10.974,9.93091,11.8468,3,0.108594,0,0.027907,0.00378513,0,0.00523484,0.100401,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,2,1,1,1,2,1,4,1,2,3,4,2,2,0.575842
0526,480,360,0.330516,0.473782,0.100049,0.339955,0.487313,0.0967586,0.329529,0.472368,0.0909288,0.671601,0.471976,0.0931124,10.465,10.9827,9.94725,11.8608,3,0.0676834,0.069224,0.0606061,0.00225103,0,0.00718954,0.165322,0.299998,0.499996,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,4,2,4,2,2,2,2,2,2,2,2,2,2,0.60345
0527,1280,720,0.482539,0.253974,0.211858,0.282024,0.148437,0.0806795,0.235437,0.123917,0.0602331,0.3206,0.173734,0.112233,10.4582,10.9756,9.94069,11.8521,3,0.064927,0.0663437,0.167742,0.0125883,0,0.0196458,0.0766889,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,2,4,1,1,2,1,1,1,4,4,1,1,1,0.42505
0528,1280,720,0.312577,0.458468,0.134044,0.34192,0.501505,0.171667,0.345503,0.50676,0.230836,0.496399,0.479523,0.157976,10.4618,10.9753,9.94816,11.8567,3,0.11887,0.123705,0.0447761,0.00224736,0,0.0040679,0.105748,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,4,3,2,2,4,4,3,2,2,2,2,2,0.587063
0529,1280,720,0.350651,0.569189,0.0184279,0.339246,0.550675,0.0196184,0.310103,0.503371,0.0269242,0.772187,0.539833,0.0191678,10.4895,11.0057,9.97343,11.8844,3,0.00499748,0.0050057,0,0,0,0,0.25508,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,4,3,4,1,4,3,3,3,4,4,3,3,4,0.61303
0530,1280,720,0.354571,0.187073,0.123931,0.329124,0.173647,0.117795,0.316305,0.166884,0.10832,0.195404,0.173297,0.115774,10.4878,11.0045,9.9712,11.8822,3,0.109688,0.113789,0.333333,0.0183961,0,0.0175563,0.0802797,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,0.493056
0531,1280,720,0.354547,0.487438,0.190574,0.326428,0.44878,0.2112,0.319024,0.438601,0.23052,0.708799,0.450098,0.202546,10.491,11.0083,9.97365,11.8868,3,0.0617981,0.0630788,0.739837,0.095374,0.0325203,0.0577555,0.093071,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,1,4,1,4,1,4,3,4,1,1,1,4,4,0.537367
0532,480,360,0.352824,0.422774,0.0304234,0.317885,0.380908,0.0254399,0.329292,0.394577,0.0251154,0.134098,0.387101,0.0261567,10.4978,11.0186,9.977,11.8936,3,0.098551,0.101848,0.357143,0.0119038,0,0.0290616,0.114742,0.3,0.5,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,3,4,1,1,3,4,1,1,4,1,0.642529
0533,1280,720,0.420872,0.558733,0.154903,0.328889,0.43662,0.150362,0.250239,0.332207,0.136188,0.159967,0.451994,0.14541,10.4984,11.0186,9.97813,11.894,3,0.156619,0.165113,0.0701754,0.0039597,0,0.00111799,0.123451,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,0.575542
0534,1280,720,0.351555,0.384325,0.130183,0.337,0.368414,0.131538,0.311445,0.340476,0.131186,0.13326,0.362612,0.128492,10.4989,11.0191,9.97875,11.8946,3,0.163552,0.172838,0.259615,0.0223719,0,0.0151584,0.103512,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,2,1,4,3,2,4,1,4,1,4,1,4,4,0.610303
0535,1280,720,0.379581,0.466264,0.0831901,0.336538,0.413392,0.081589,0.283881,0.348709,0.0660654,0.357913,0.413397,0.0782235,10.5035,11.0249,9.98215,11.8989,3,0.113207,0.117578,0.046729,0.00181014,0.0046729,0.00516767,0.117015,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,2,1,1,1,3,2,4,1,3,2,1,1,1,0.614982
0536,1280,720,0.316395,0.479163,0.0403588,0.331458,0.501976,0.0449583,0.352148,0.533309,0.0469577,0.424853,0.48885,0.0422707,10.5062,11.0262,9.98625,11.9027,3,0.128113,0.133739,0,0,0,0,0.133296,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,0.609976
0537,1280,720,0.312012,0.4733,0.15509,0.32965,0.500057,0.151935,0.358338,0.543573,0.148018,0.271743,0.487133,0.148964,10.506,11.025,9.98709,11.9034,3,0.083903,0.0862803,0.111111,0.0049502,0.00584795,0.00582502,0.116289,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,4,2,1,4,4,1,1,2,0.584207
0538,1280,720,0.323296,0.459598,0.060834,0.337902,0.480362,0.0608278,0.338802,0.481641,0.061637,0.349761,0.464824,0.0570982,10.5006,11.0173,9.98402,11.898,3,0.105934,0.109753,0,0,0,0,0.108678,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,4,2,0.637514
0539,1280,720,0.352639,0.593781,0.212082,0.338465,0.569914,0.234512,0.308896,0.520126,0.244713,0.561665,0.560072,0.221812,10.5064,11.0236,9.98918,11.9041,3,0.0192486,0.019371,0.15,0.00667611,0,0.0203431,0.151792,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,1,1,1,1,1,1,1,1,4,4,1,1,0.540842
0540,1280,720,0.319125,0.418793,0.202848,0.341345,0.447952,0.211474,0.33953,0.44557,0.209889,0.159811,0.43025,0.201804,10.4972,11.0124,9.98195,11.8951,3,0.263202,0.288112,0.0393701,0.00760089,0.015748,0.00348927,0.0651165,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.480419
0541,1280,720,0.330857,0.444132,0.125294,0.336192,0.451293,0.134113,0.332951,0.446943,0.175493,1,0.439739,0.130605,10.5123,11.0334,9.99113,11.9113,3,0.0665681,0.0680556,0.0209205,0.000576458,0,0.00451227,0.146021,0.299728,0.499546,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.590567
0542,1280,720,0.309713,0.49573,0.0633522,0.339117,0.542795,0.0641627,0.351169,0.562085,0.0541087,0.225947,0.5206,0.0610131,10.5117,11.0307,9.99271,11.9104,3,0.106682,0.110554,0,0,0,0,0.100452,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0.58194
0543,1280,720,0.331802,0.543754,0.0542321,0.338206,0.554249,0.0310046,0.329991,0.540786,0.0444378,0.466537,0.538651,0.0245307,10.5139,11.0304,9.99741,11.9132,3,0.0567062,0.0577819,0.0136986,0.000463934,0,0.00956218,0.126021,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.620382
0544,640,360,0.357048,0.663445,0.282543,0.322627,0.599485,0.3027,0.320325,0.595209,0.307573,0.303724,0.605926,0.290752,10.5115,11.0275,9.99553,11.9104,3,0.0828163,0.0851312,0,0,0,0,0.0861775,0.2997,0.499501,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,1,1,4,2,1,1,1,2,4,1,1,1,1,0.38597
0545,1280,720,0.398632,0.592443,0.112445,0.327075,0.486096,0.0718315,0.274293,0.407651,0.0737235,0.285709,0.498752,0.0652836,10.5168,11.0315,10.0021,11.9164,3,0.112773,0.117109,0.0588235,0.00296552,0,0.00797129,0.127133,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,1,4,2,1,1,1,1,1,1,1,1,1,0.581284
0546,1280,720,0.28551,0.462517,0.0824151,0.342768,0.555273,0.0671097,0.371722,0.602179,0.0699989,0.141616,0.522298,0.0670686,10.5072,11.0146,9.99975,11.9058,3,0.183034,0.194738,0,0,0,0,0.0743666,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,0.557583
0547,1280,720,0.331608,0.140441,0.028341,0.321149,0.136012,0.0304426,0.347243,0.147063,0.0302149,0.135458,0.13589,0.0291092,10.4974,11.0044,9.99042,11.8933,3,0.159914,0.16878,0.0625,0.00159655,0,0.000527903,0.060455,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,3,4,1,1,1,5,2,2,1,1,0.442779
0548,1280,720,0.334615,0.525728,0.201125,0.342012,0.53735,0.198748,0.323373,0.508066,0.196065,0.442794,0.520016,0.194797,10.4993,11.0059,9.99264,11.8952,3,0.0452184,0.0459002,0.189873,0.00800798,0.0126582,0.00317697,0.106731,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,2,4,1,2,2,4,1,2,2,1,1,2,2,0.555552
0549,1280,720,0.232423,0.333062,0.0241461,0.37278,0.534193,0.0323179,0.394797,0.565744,0.0343438,0.00509417,0.46818,0.0268085,10.4895,10.9959,9.98304,11.8841,3,0.171808,0.182087,0,0,0,0,0.0618387,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,1,1,5,5,1,1,5,5,1,1,1,5,1,0.461011
0550,640,360,0.348569,0.741605,0.077782,0.323564,0.688406,0.0717549,0.327867,0.697561,0.0710122,0.268185,0.691481,0.0705354,10.4805,10.9865,9.97447,11.8748,3,0.0449785,0.0456534,0.057554,0.00503803,0,0.00397799,0.0637582,0.3,0.5,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,4,2,2,4,1,3,4,4,4,1,4,4,4,0.515017
0551,1280,720,0.391171,0.539765,0.122683,0.348931,0.481478,0.109144,0.259898,0.358625,0.0808696,0.22177,0.475313,0.107615,10.4797,10.9868,9.97256,11.8741,3,0.148454,0.156069,0.144928,0.00487772,0,0.00443308,0.100787,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,4,1,4,3,2,4,1,4,2,4,4,1,4,0.594218
0552,1280,720,0.330857,0.444132,0.125294,0.336192,0.451293,0.134113,0.332951,0.446943,0.175493,1,0.439739,0.130605,10.4946,11.0075,9.9816,11.8901,3,0.0665673,0.0680556,0.0209205,0.000576458,0,0.00451227,0.146021,0.299728,0.499546,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.590567
0553,1280,720,0.407413,0.427113,0.120133,0.348038,0.364867,0.107099,0.244549,0.256374,0.119483,0.568825,0.363719,0.0987371,10.4936,11.0075,9.97966,11.8896,3,0.0744201,0.0762852,0,0,0,0,0.0947013,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1,2,3,1,1,2,3,4,1,1,1,4,1,1,0.594027
0554,1280,720,0.364682,0.57783,0.185504,0.326287,0.516994,0.226802,0.30903,0.489651,0.221975,0.4075,0.521485,0.20777,10.4952,11.0102,9.98012,11.8907,3,0.0431881,0.0438097,0.591398,0.0497833,0.00537634,0.114254,0.113969,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,1,4,4,4,1,1,1,4,4,2,1,1,0.544116
0555,1280,720,0.200667,0.33742,0.143493,0.342497,0.575907,0.148646,0.456837,0.768169,0.163453,0.756509,0.516014,0.111268,10.5016,11.0129,9.99029,11.8981,3,0.0169012,0.0169956,0.147059,0.00643367,0,0.0128893,0.130853,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,2,2,1,4,2,2,2,2,2,2,2,2,0.560884
0556,1280,720,0.366783,0.389299,0.13529,0.334257,0.354776,0.134305,0.29896,0.317312,0.127574,0.992181,0.35367,0.129363,10.5049,11.0138,9.99589,11.9031,3,0.101458,0.104955,0.33758,0.0145899,0,0.0311602,0.093835,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,1,3,4,2,2,3,1,2,3,1,4,2,2,0.5176
0557,1280,720,0.389136,0.425477,0.18055,0.33874,0.370374,0.147797,0.272125,0.297538,0.128835,0.329106,0.371042,0.150213,10.5078,11.0166,9.99898,11.907,3,0.113364,0.117748,0.218543,0.00929929,0,0.0301736,0.113359,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,4,1,4,1,4,1,1,1,1,1,4,1,0.530051
0558,1280,720,0.354975,0.637361,0.0856946,0.360413,0.647125,0.0760764,0.284612,0.511024,0.0833656,0.407305,0.616185,0.073701,10.5026,11.0102,9.99507,11.9021,3,0.00988163,0.0099138,0,0,0,0,0.123655,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,2,2,2,2,2,2,2,2,1,1,4,4,2,0.602328
0559,1280,720,0.330927,0.568272,0.368947,0.329755,0.566259,0.35144,0.339318,0.582679,0.33776,0.236968,0.557436,0.347078,10.4943,11.0003,9.98822,11.893,3,0.0345514,0.0349481,0.0362319,0.000710107,0,0.00130719,0.0655122,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,1,2,1,3,1,1,1,4,2,2,1,1,0.448116
0560,1280,720,0.36757,0.421372,0.182214,0.328342,0.376402,0.166807,0.304087,0.348597,0.165788,0.192336,0.378989,0.165295,10.4936,11.0014,9.98576,11.8915,3,0.0929857,0.0959158,0.256684,0.0229152,0.0427807,0.0349726,0.0999983,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.539468
0561,1280,720,0.344506,0.521594,0.16047,0.333957,0.505622,0.154116,0.321537,0.486818,0.151095,0.255339,0.498252,0.152237,10.487,10.9949,9.97914,11.8853,3,0.155732,0.164131,0.0126582,0.00130554,0,0.00342517,0.0516062,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,1,1,1,4,2,2,2,2,2,2,1,0.580324
0562,1278,720,0.333896,0.398117,0.120117,0.343069,0.409054,0.122904,0.323035,0.385167,0.117086,0.105711,0.394999,0.118993,10.4814,10.9883,9.97461,11.879,3,0.301406,0.334545,0,0,0,0,0.0664107,0.2997,0.499501,0.3834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,2,2,2,3,2,2,3,2,2,0.568681
0563,1280,720,0.36289,0.377232,0.168888,0.332744,0.345895,0.146764,0.304366,0.316396,0.129169,0.186378,0.344889,0.14694,10.4749,10.9809,9.96879,11.8711,3,0.0879086,0.0905245,0.0728477,0.00293779,0,0.0112453,0.103286,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,4,1,1,1,2,2,1,1,0.416426
0564,1280,720,0.393064,0.489319,0.119533,0.328239,0.40862,0.108729,0.278697,0.346945,0.102621,0.239847,0.417209,0.106608,10.4715,10.9763,9.96668,11.8667,3,0.168243,0.178094,0.0229885,0.00127829,0,0.011359,0.0889453,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,4,1,2,4,1,1,1,1,1,4,2,1,0.594856
0565,1280,720,0.375701,0.384688,0.231384,0.331947,0.339887,0.211047,0.292352,0.299345,0.192074,0.186475,0.341669,0.210236,10.4654,10.973,9.95781,11.8604,3,0.0909019,0.0937026,0.198758,0.0191016,0.0124224,0.0250924,0.0841491,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1,0.499035
0566,1280,720,0.337904,0.707941,0.115694,0.339497,0.711278,0.114868,0.322599,0.675876,0.123868,0.160138,0.692354,0.111605,10.4562,10.962,9.9504,11.8514,3,0.0254985,0.0257141,0.013986,0.000403008,0,0.000658165,0.0662545,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.534879
0567,1280,720,0.338238,0.526298,0.0784941,0.346488,0.539135,0.0767057,0.315273,0.490564,0.0908829,0.0210244,0.519306,0.0763167,10.4409,10.943,9.93881,11.838,3,0.126184,0.13165,0,0,0,0,0.0706905,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.514565
0568,1280,720,0.342668,0.462623,0.0841664,0.330111,0.445669,0.0974763,0.327221,0.441768,0.108926,0.0849379,0.441199,0.092594,10.4308,10.9296,9.93192,11.8269,3,0.156635,0.16515,0.0362694,0.00222879,0,0.00169664,0.0745957,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,0.50946
0569,1280,720,0.355079,0.268094,0.117027,0.340335,0.256962,0.116309,0.304586,0.22997,0.106552,0.48567,0.252085,0.111984,10.4304,10.931,9.92991,11.8248,3,0.14493,0.152191,0.335025,0.0354493,0,0.0498938,0.0910273,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,4,1,1,4,4,1,1,4,1,1,1,1,0.546179
0570,540,360,0.349925,0.351711,0.0861607,0.343338,0.345091,0.0842511,0.306737,0.308303,0.0887918,0.0893426,0.33604,0.0796783,10.4273,10.9263,9.92824,11.8211,3,0.12121,0.126248,0.015748,0.00134484,0,0.000864598,0.0860042,0.2997,0.499501,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,1,1,1,1,2,2,2,2,1,0.530278
0571,1280,720,0.441499,0.316958,0.0722073,0.316068,0.226909,0.0512074,0.242433,0.174046,0.0387111,0.541935,0.242808,0.0549263,10.4346,10.9355,9.93365,11.8292,3,0.000275946,0.000275971,0.925532,0.041903,0,0.0110555,0.17361,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,1,4,1,1,4,1,4,3,2,4,4,1,1,0.572785
0572,640,360,0.28501,0.315629,0.0819732,0.338141,0.374467,0.0754684,0.376849,0.417334,0.0845481,0.83519,0.354525,0.0750028,10.44,10.9405,9.93953,11.836,3,0.291911,0.322933,0.457143,0.0222989,0,0.0155742,0.11354,0.2997,0.499501,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,4,3,4,1,4,3,1,1,2,2,2,1,1,0.596315
0573,640,352,0.411014,0.548873,0.244403,0.331621,0.442851,0.222353,0.257366,0.34369,0.213495,0.157434,0.454014,0.216579,10.4364,10.9378,9.9351,11.8322,3,0.0988754,0.102201,0.141667,0.0191193,0.00833333,0.0228486,0.086318,0.23979,0.399651,0.0938667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,4,1,1,1,4,1,4,1,2,1,1,4,1,0.541403
0574,1280,720,0.353195,0.308624,0.11096,0.332426,0.290476,0.137194,0.31438,0.274707,0.16364,0.152905,0.288217,0.126507,10.4325,10.9343,9.93076,11.8277,3,0.126219,0.13169,0.142857,0.00705659,0,0.0228116,0.102469,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.532284
0575,1280,720,0.366156,0.510722,0.286614,0.325342,0.453793,0.272841,0.308502,0.430305,0.268611,0.145352,0.458883,0.270467,10.4308,10.9332,9.92841,11.8258,3,0.101333,0.104829,0.216667,0.0241296,0.0166667,0.0242157,0.0978755,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,4,1,1,1,4,1,4,1,4,1,4,1,1,0.450274
0576,480,360,0.324467,0.368074,0.0682588,0.317275,0.359916,0.0593979,0.358258,0.406407,0.0685093,0.0551241,0.360402,0.0608298,10.4292,10.9291,9.92939,11.8239,3,0.0442016,0.0448543,0,0,0,0,0.0576213,0.2997,0.499501,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,1,2,2,4,4,1,1,2,0.578693
0577,1280,720,0.343245,0.315655,0.153814,0.33767,0.310529,0.169651,0.319085,0.293437,0.17505,0.238632,0.303884,0.16052,10.4229,10.922,9.92383,11.8171,3,0.103827,0.107502,0.0497238,0.00569701,0,0.00480988,0.0907138,0.25,0.416667,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,0.552742
0578,1280,720,0.378671,0.38301,0.229972,0.333758,0.337582,0.206388,0.28757,0.290865,0.176006,0.162904,0.338937,0.205382,10.4163,10.9165,9.91615,11.8099,3,0.104972,0.108731,0.0753425,0.00565149,0.00684932,0.00902498,0.0661331,0.3,0.5,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,0.459843
0579,1280,720,0.380317,0.474625,0.188288,0.336135,0.419488,0.187959,0.283548,0.353861,0.193421,0.214812,0.419915,0.179194,10.4143,10.9162,9.9123,11.8079,3,0.169145,0.179123,0.374101,0.0460961,0.028777,0.0985188,0.0917573,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,4,1,1,4,1,1,1,2,4,1,1,1,0.56819
0580,1280,720,0.406138,0.18325,0.0293576,0.316614,0.142857,0.0294364,0.277248,0.125095,0.0282152,0.0551206,0.1498,0.0280789,10.4113,10.9135,9.9091,11.8045,3,0.162013,0.171146,0.454545,0.0430966,0,0.0873321,0.0694275,0.23976,0.3996,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,1,1,1,1,1,1,2,2,2,2,1,0.490457
0581,1280,720,0.478514,0.486621,0.0512884,0.321804,0.327256,0.0480985,0.199682,0.203065,0.0577728,0.0749245,0.353485,0.0417619,10.4083,10.9115,9.90503,11.8016,3,0.0809671,0.0831858,0.0263158,0.00114149,0,0.00168559,0.074176,0.24,0.4,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,4,1,4,1,4,1,2,4,1,1,2,4,4,0.610502
0582,640,360,0.377087,0.747016,0.105126,0.333648,0.660962,0.127985,0.289264,0.573038,0.139546,0.10483,0.663277,0.11574,10.4051,10.9103,9.89999,11.7979,3,0.0592631,0.0604432,0.654135,0.121174,0.112782,0.063035,0.0843206,0.24,0.4,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,1,1,4,1,3,4,4,1,1,1,4,1,1,0.56986
0583,1280,720,0.355852,0.508003,0.236761,0.323087,0.461229,0.215312,0.32106,0.458335,0.212989,0.285062,0.465436,0.211154,10.4012,10.9073,9.89516,11.7939,3,0.142209,0.1492,0.0647482,0.00687893,0.00719424,0.00654535,0.085214,0.2997,0.499501,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,0.508893
